indicator_id,region_id,date,value
ZSFH,99975,2008-05-31,382832.0
ZSFH,99975,2008-04-30,380566.0
ZSFH,99975,2008-03-31,378782.0
ZSFH,99975,2008-02-29,377153.0
ZSFH,99975,2008-01-31,376333.0
ZSFH,99975,2007-12-31,373469.0
ZSFH,99975,2007-11-30,371107.0
ZSFH,99975,2007-10-31,364965.0
ZSFH,99975,2007-09-30,361588.0
ZSFH,99975,2007-08-31,355396.0
ZSFH,99975,2007-07-31,353816.0
ZSFH,99975,2007-06-30,351267.0
ZSFH,99975,2007-05-31,352315.0
ZSFH,99975,2007-04-30,349584.0
ZSFH,99975,2007-03-31,348229.0
